,u,v,x,y,z
523,4702,1006,733759.375,4050482.25,2711.519775390625
524,964,1010,734294.6875,4051726.25,2802.95751953125
525,987,1010,734311.75,4051721.25,2805.798583984375
527,261,1081,734114.75,4051899.0,2736.59765625
528,4940,1082,733705.8125,4050448.0,2678.640869140625
529,5102,1082,733684.875,4050411.75,2676.371826171875
530,2992,1084,733730.25,4051005.25,2667.686279296875
531,3255,1108,733704.75,4050941.5,2657.8818359375
532,3174,1185,733678.9375,4050966.5,2632.6044921875
533,232,1216,734037.3125,4051868.75,2677.249755859375
534,591,1310,734051.0625,4051762.25,2648.578369140625
535,612,1487,733936.8125,4051706.0,2577.79541015625
536,503,1572,733870.375,4051707.5,2547.32470703125
537,511,1647,733845.75,4051694.0,2523.654296875
538,1858,739,734514.9375,4051397.25,2979.597412109375
539,412,907,734284.25,4051930.25,2837.841552734375
542,402,932,734258.9375,4051924.25,2822.43896484375
543,561,940,734282.5625,4051869.0,2823.989013671875
544,575,945,734282.5625,4051869.0,2823.989013671875
546,538,965,734258.75,4051873.5,2810.39501953125
549,4789,1017,733753.8125,4050460.0,2706.921142578125
550,664,1032,734223.5625,4051811.5,2778.29736328125
551,3351,1078,733739.25,4050903.5,2675.477783203125
552,4617,1197,733592.6875,4050621.5,2622.246826171875
553,1351,1636,733553.625,4051388.75,2510.345458984375
555,4195,764,733910.4375,4050559.75,2819.78173828125
556,4443,869,733835.75,4050520.75,2769.753662109375
558,504,966,734252.5625,4051873.0,2806.738525390625
559,528,971,734252.5625,4051873.0,2806.738525390625
562,730,1006,734248.9375,4051793.0,2793.39453125
563,893,1011,734249.4375,4051745.25,2794.471923828125
